compte_courant,duree_mois,historique_credit,objectif_credit,montant_credit,epargne,emploi_depuis,taux_remboursement,statut_personnel,garants,residence_depuis,patrimoine,age,autres_credits,logement,nb_credits_banque,emploi,personnes_a_charge,telephone,travailleur_etranger,classe
0-200 DM,6,Retards de paiement passés,Business,1449,100-500 DM,>= 7 ans,1,Homme divorcé/séparé,Aucun,2,Voiture ou autre,31,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
>= 200 DM,15,Crédits en cours remboursés,Éducation,392,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,23,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Crédits en cours remboursés,Voiture (neuve),6260,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,3,Immobilier,28,Aucun,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,36,Compte critique / autres crédits,Voiture (neuve),7855,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,2,Immobilier,25,Magasins,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Radio/Télévision,1680,500-1000 DM,>= 7 ans,3,Homme marié/veuf,Aucun,1,Immobilier,35,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,48,Compte critique / autres crédits,Radio/Télévision,3578,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,1,Immobilier,47,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),42,Crédits en cours remboursés,Radio/Télévision,7174,Pas d'épargne,4-7 ans,4,Femme divorcée/mariée,Aucun,3,Voiture ou autre,30,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),10,Compte critique / autres crédits,Meubles/Équipement,2132,Pas d'épargne,< 1 an,2,Femme divorcée/mariée,Co-demandeur,3,Immobilier,27,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Non,Non,Bon client
< 0 DM (découvert),33,Compte critique / autres crédits,Meubles/Équipement,4281,500-1000 DM,1-4 ans,1,Femme divorcée/mariée,Aucun,4,Voiture ou autre,23,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,12,Compte critique / autres crédits,Voiture (neuve),2366,500-1000 DM,4-7 ans,3,Homme divorcé/séparé,Aucun,3,Voiture ou autre,36,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),21,Crédits en cours remboursés,Radio/Télévision,1835,< 100 DM,1-4 ans,3,Femme divorcée/mariée,Aucun,2,Immobilier,25,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Voiture (occasion),3868,< 100 DM,>= 7 ans,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,41,Aucun,Location,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Meubles/Équipement,1768,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Immobilier,24,Aucun,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
>= 200 DM,10,Compte critique / autres crédits,Voiture (neuve),781,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,63,Aucun,Gratuit,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Crédits en cours remboursés,Meubles/Équipement,1924,Pas d'épargne,< 1 an,4,Femme divorcée/mariée,Aucun,3,Immobilier,27,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),12,Compte critique / autres crédits,Voiture (neuve),2121,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,30,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Radio/Télévision,701,< 100 DM,1-4 ans,4,Homme marié/veuf,Aucun,2,Immobilier,40,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Réparations,639,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,30,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,12,Compte critique / autres crédits,Voiture (occasion),1860,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,2,Voiture ou autre,34,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Compte critique / autres crédits,Voiture (neuve),3499,< 100 DM,1-4 ans,3,Femme divorcée/mariée,Co-demandeur,2,Immobilier,29,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,48,Crédits en cours remboursés,Voiture (neuve),8487,Pas d'épargne,4-7 ans,1,Femme divorcée/mariée,Aucun,2,Voiture ou autre,24,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),36,Retards de paiement passés,Éducation,6887,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,29,Magasins,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,15,Crédits en cours remboursés,Meubles/Équipement,2708,< 100 DM,< 1 an,2,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,27,Banque,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Meubles/Équipement,1984,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,47,Banque,Gratuit,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,60,Crédits en cours remboursés,Radio/Télévision,10144,100-500 DM,4-7 ans,2,Femme divorcée/mariée,Aucun,4,Immobilier,21,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Compte critique / autres crédits,Radio/Télévision,1240,Pas d'épargne,>= 7 ans,4,Femme divorcée/mariée,Aucun,2,Immobilier,38,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,27,Retards de paiement passés,Voiture (occasion),8613,>= 1000 DM,1-4 ans,2,Homme célibataire,Aucun,2,Voiture ou autre,27,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Radio/Télévision,766,500-1000 DM,1-4 ans,4,Homme célibataire,Aucun,3,Immobilier,66,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Mauvais client
0-200 DM,15,Compte critique / autres crédits,Radio/Télévision,2728,Pas d'épargne,4-7 ans,4,Homme célibataire,Garant,2,Immobilier,35,Banque,Propriétaire,3,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
>= 200 DM,12,Crédits en cours remboursés,Radio/Télévision,1881,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,2,Voiture ou autre,44,Aucun,Location,1,Non qualifié (résident),1,Oui (à son nom),Oui,Bon client
>= 200 DM,6,Crédits en cours remboursés,Voiture (neuve),709,>= 1000 DM,< 1 an,2,Homme marié/veuf,Aucun,2,Immobilier,27,Aucun,Propriétaire,1,Sans emploi/Non qualifié (non-résident),1,Non,Non,Bon client
0-200 DM,36,Crédits en cours remboursés,Radio/Télévision,4795,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,1,Aucun patrimoine,30,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),27,Crédits en cours remboursés,Radio/Télévision,3416,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Voiture ou autre,27,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Meubles/Équipement,2462,< 100 DM,1-4 ans,2,Homme célibataire,Aucun,2,Voiture ou autre,22,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,21,Compte critique / autres crédits,Meubles/Équipement,2288,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,23,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,48,Tous crédits remboursés ici,Business,3566,100-500 DM,4-7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,30,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),6,Compte critique / autres crédits,Voiture (neuve),860,< 100 DM,>= 7 ans,1,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,39,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Compte critique / autres crédits,Voiture (neuve),682,100-500 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,3,Voiture ou autre,51,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),36,Compte critique / autres crédits,Meubles/Équipement,5371,< 100 DM,1-4 ans,3,Homme célibataire,Garant,2,Épargne logement/Assurance vie,28,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,1582,>= 1000 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,46,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,6,Crédits en cours remboursés,Radio/Télévision,1346,100-500 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Aucun patrimoine,42,Banque,Gratuit,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
Pas de compte,10,Crédits en cours remboursés,Radio/Télévision,1924,< 100 DM,1-4 ans,1,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,38,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Non,Bon client
>= 200 DM,36,Crédits en cours remboursés,Radio/Télévision,5848,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,1,Voiture ou autre,24,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,24,Compte critique / autres crédits,Voiture (occasion),7758,>= 1000 DM,>= 7 ans,2,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,29,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,24,Retards de paiement passés,Business,6967,100-500 DM,4-7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,36,Aucun,Location,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,1282,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,4,Voiture ou autre,20,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
< 0 DM (découvert),9,Compte critique / autres crédits,Réparations,1288,100-500 DM,>= 7 ans,3,Homme célibataire,Garant,4,Immobilier,48,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Non,Non,Bon client
< 0 DM (découvert),12,Tous crédits remboursés ici,Reconversion pro,339,< 100 DM,>= 7 ans,4,Homme marié/veuf,Aucun,1,Voiture ou autre,45,Banque,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,24,Crédits en cours remboursés,Voiture (neuve),3512,100-500 DM,4-7 ans,2,Homme célibataire,Aucun,3,Voiture ou autre,38,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,6,Compte critique / autres crédits,Radio/Télévision,1898,Pas d'épargne,1-4 ans,1,Homme célibataire,Aucun,2,Immobilier,34,Aucun,Propriétaire,2,Non qualifié (résident),2,Non,Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Radio/Télévision,2872,100-500 DM,>= 7 ans,3,Homme célibataire,Aucun,4,Immobilier,36,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Voiture (neuve),1055,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,1,Épargne logement/Assurance vie,30,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,15,Crédits en cours remboursés,Électroménager,1262,500-1000 DM,4-7 ans,4,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,36,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,10,Crédits en cours remboursés,Voiture (neuve),7308,< 100 DM,Sans emploi,2,Homme célibataire,Aucun,4,Aucun patrimoine,70,Banque,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,36,Crédits en cours remboursés,Voiture (neuve),909,500-1000 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,36,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,6,Crédits en cours remboursés,Meubles/Équipement,2978,500-1000 DM,1-4 ans,1,Homme célibataire,Aucun,2,Voiture ou autre,32,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Meubles/Équipement,1131,< 100 DM,Sans emploi,4,Femme divorcée/mariée,Aucun,2,Voiture ou autre,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,11,Crédits en cours remboursés,Meubles/Équipement,1577,>= 1000 DM,< 1 an,4,Femme divorcée/mariée,Aucun,1,Immobilier,20,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Meubles/Équipement,3972,< 100 DM,4-7 ans,2,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,25,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,24,Compte critique / autres crédits,Business,1935,< 100 DM,>= 7 ans,4,Homme divorcé/séparé,Aucun,4,Immobilier,31,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),15,Aucun crédit / tous remboursés,Voiture (neuve),950,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,3,Voiture ou autre,33,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Meubles/Équipement,763,< 100 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,1,Immobilier,26,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,24,Retards de paiement passés,Meubles/Équipement,2064,< 100 DM,Sans emploi,3,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,34,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,8,Crédits en cours remboursés,Radio/Télévision,1414,< 100 DM,1-4 ans,4,Homme célibataire,Garant,2,Immobilier,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Non,Bon client
< 0 DM (découvert),21,Retards de paiement passés,Éducation,3414,< 100 DM,< 1 an,2,Homme célibataire,Aucun,1,Épargne logement/Assurance vie,26,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,30,Tous crédits remboursés ici,Voiture (occasion),7485,Pas d'épargne,Sans emploi,4,Femme divorcée/mariée,Aucun,1,Immobilier,53,Banque,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,2577,< 100 DM,1-4 ans,2,Homme divorcé/séparé,Aucun,1,Voiture ou autre,42,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),6,Compte critique / autres crédits,Radio/Télévision,338,500-1000 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,52,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Radio/Télévision,1963,< 100 DM,4-7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,31,Aucun,Location,2,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),21,Compte critique / autres crédits,Voiture (neuve),571,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Immobilier,65,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,36,Retards de paiement passés,Business,9572,< 100 DM,< 1 an,1,Homme divorcé/séparé,Aucun,1,Voiture ou autre,28,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,36,Retards de paiement passés,Business,4455,< 100 DM,1-4 ans,2,Homme divorcé/séparé,Aucun,2,Immobilier,30,Magasins,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),21,Tous crédits remboursés ici,Voiture (neuve),1647,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,40,Aucun,Propriétaire,2,Non qualifié (résident),2,Non,Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Meubles/Équipement,3777,>= 1000 DM,1-4 ans,4,Homme célibataire,Aucun,4,Immobilier,50,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Compte critique / autres crédits,Voiture (neuve),884,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,36,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Mauvais client
Pas de compte,15,Compte critique / autres crédits,Radio/Télévision,1360,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,31,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,9,Tous crédits remboursés ici,Voiture (occasion),5129,< 100 DM,>= 7 ans,2,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,74,Banque,Gratuit,1,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Mauvais client
0-200 DM,16,Compte critique / autres crédits,Voiture (neuve),1175,< 100 DM,Sans emploi,2,Homme célibataire,Aucun,3,Voiture ou autre,68,Aucun,Gratuit,3,Sans emploi/Non qualifié (non-résident),1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Radio/Télévision,674,100-500 DM,4-7 ans,4,Homme marié/veuf,Aucun,1,Épargne logement/Assurance vie,20,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,18,Aucun crédit / tous remboursés,Meubles/Équipement,3244,< 100 DM,1-4 ans,1,Femme divorcée/mariée,Aucun,4,Voiture ou autre,33,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Crédits en cours remboursés,Business,4591,>= 1000 DM,1-4 ans,2,Homme célibataire,Aucun,3,Épargne logement/Assurance vie,54,Aucun,Propriétaire,3,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,48,Aucun crédit / tous remboursés,Business,3844,100-500 DM,4-7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,34,Aucun,Gratuit,1,Non qualifié (résident),2,Non,Oui,Mauvais client
0-200 DM,27,Crédits en cours remboursés,Business,3915,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,36,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Mauvais client
Pas de compte,6,Crédits en cours remboursés,Radio/Télévision,2108,< 100 DM,4-7 ans,2,Homme marié/veuf,Aucun,2,Immobilier,29,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,45,Crédits en cours remboursés,Radio/Télévision,3031,100-500 DM,1-4 ans,4,Homme célibataire,Garant,4,Épargne logement/Assurance vie,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,9,Compte critique / autres crédits,Éducation,1501,< 100 DM,>= 7 ans,2,Femme divorcée/mariée,Aucun,3,Voiture ou autre,34,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,6,Compte critique / autres crédits,Radio/Télévision,1382,< 100 DM,1-4 ans,1,Femme divorcée/mariée,Aucun,1,Voiture ou autre,28,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Meubles/Équipement,951,100-500 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,27,Banque,Location,4,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,24,Crédits en cours remboursés,Voiture (occasion),2760,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,36,Banque,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Retards de paiement passés,Meubles/Équipement,4297,< 100 DM,>= 7 ans,4,Homme divorcé/séparé,Aucun,3,Aucun patrimoine,40,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,9,Compte critique / autres crédits,Éducation,936,500-1000 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,52,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Voiture (neuve),1168,< 100 DM,1-4 ans,4,Homme marié/veuf,Aucun,3,Immobilier,27,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,27,Retards de paiement passés,Business,5117,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,4,Voiture ou autre,26,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
